"X","id","priceLabel","name","brandId","brandName","imageLink","desc","vendor","striped","material"
146,433540718,55,"Cotton bow tie in burgundy",284,"J.Crew","http://bim.shopstyle.com/pim/06/c3/06c3cb9160a58187ec3cfe60b3bfd029_best.jpg","A bow tie is a classic way to set yourself apart from the crowd. Plus, it won't dangle in your soup. <ul> <li>2 1/8"" at widest point.</li> <li>Cotton/wool.</li> <li>USA.</li> </ul>","J.Crew","unknown","_wool"
147,456595881,65,"Italian silk tie in double stripe",284,"J.Crew","http://bim.shopstyle.com/pim/31/a5/31a552259955f375f6bc17f38dff9fc2_best.jpg","Sometimes you want to wear a tie even when you don't have to. This one sports a classic stripe (there's a reason stripes never go out of style) and instantly elevates just about anything else you're wearing. Fun fact: It's hand-finished in NYC's Long Island City. <ul> <li>2 1/2"" at widest point.</li> <li>Italian silk.</li> <li>USA.</li> </ul>","J.Crew","_striped","_silk"
148,463663500,75,"English cotton tie in Liberty multi berry floral",284,"J.Crew","http://bim.shopstyle.com/pim/34/53/3453485486d6c373dc92fa342fbf74ae_best.jpg","Stand out-in a good way-with this colorful floral print from London's Liberty Art Fabrics, famous for its signature florals and paisleys since 1875 (and yes, real men do wear flowers). <ul> <li>2 1/2"" at widest point.</li> <li>English cotton.</li> <li>USA.</li> </ul>","J.Crew","_print","_cotton"
149,457454101,79.5,"English wool tie in glen plaid",284,"J.Crew","http://bim.shopstyle.com/pim/13/81/13816ff1d3f8a5d403ffaa3287cb735d_best.jpg","Sometimes you want to wear a tie even when you don't have to. This one is made from fine wool from England's esteemed Fox Brothers mill, suppliers of luxury textiles to London's historic Savile Row for nearly 250 years. It's the kind you'll want to put on every day (even if you don't have to). Fun fact: It's hand-finished in NYC's Long Island City. <ul> <li>2 1/2"" at widest point.</li> <li>English wool.</li> <li>USA.</li> </ul>","J.Crew","unknown","_wool"
220,455787566,69.5,"English silk tweed tie",284,"J.Crew","http://bim.shopstyle.com/pim/c6/10/c610b0fc92798fd4f21e8a4a5a4e5522_best.jpg","Sometimes you want to wear a tie even when you don't have to. This one is made from an English silk that's woven with a tweed-like texture and flecks of color (it's great for the guy who wants something with more character than a solid tie but can't commit to a full-on pattern). Fun fact: It's hand-finished in NYC's Long Island City. <ul> <li>2 1/2"" at widest point.</li> <li>English silk.</li> <li>USA.</li> </ul>","J.Crew","_solid","_silk"
221,363756763,79.5,"Fox Brothers wool herringbone tie",284,"J.Crew","http://bim.shopstyle.com/pim/ff/a7/ffa79866efec22f5a7c7f8ae2a22096a_best.jpg","Made in NYC's Long Island City, this tie is handcrafted in fine lambswool from England's esteemed Fox Brothers mill, suppliers of luxury textiles to London's historic Savile Row for nearly 250 years. Jack, our go-to guy for men's style, suggests pairing a finely patterned tie (like this one) with a shirt that has some dimension-think stripes or checks-for a winning combo of tone and scale. <ul> <li>English lambswool.</li> <li>2 1/2"" at widest point.</li> <li>USA.</li> </ul>","J.Crew","_striped","_wool"
376,328854118,59.5,"Cotton knit tie in thin stripe",284,"J.Crew","http://bim.shopstyle.com/pim/a3/29/a329d7a7778686962e46d113e071d9d3_best.jpg","Sometimes you want to wear a tie even when you don't have to. This one sports a classic stripe (there's a reason stripes never go out of style) and instantly elevates just about anything else you're wearing. <ul> <li>2"" at widest point.</li> <li>Cotton.</li> <li>Made in Italy.</li> </ul>","J.Crew","_striped","unknown"
377,207902962,75,"English silk tie",284,"J.Crew","http://bim.shopstyle.com/pim/53/fc/53fc9829a2af715583f8c69efc6bb7d9_best.jpg","Sometimes you want to wear a tie even when you don't have to. This one is made from the finest silk we found at an English mill that has been producing bespoke fabrics for over nine generations. Fun fact: It's hand-finished in NYC's Long Island City. <ul> <li>2 3/4"" at widest point.</li> <li>English silk.</li> <li>USA.</li> <li>Online only.</li> </ul>","J.Crew","unknown","_silk"
378,215095454,59.5,"Cotton tie in classic gingham",284,"J.Crew","http://bim.shopstyle.com/pim/cd/de/cdde0287fc0d9dc092f83fcf234dac88_best.jpg","Sometimes you want to wear a tie even when you don't have to. This one sports a classic pattern that's been a wardrobe staple for generations (there's a reason gingham almost always works) and instantly elevates just about anything else you're wearing. Fun fact: It's hand-finished in NYC's Long Island City. <ul> <li>2 1/2"" at widest point.</li> <li>Cotton.</li> <li>USA.</li> </ul>","J.Crew","unknown","unknown"
379,422635499,55,"Italian satin point bow tie in white",284,"J.Crew","http://bim.shopstyle.com/pim/65/bc/65bcc0c558666343f39c08c9c65cbc09_best.jpg","A bow tie is a classic way to set yourself apart from the crowd. Plus, it won't dangle in your soup. This one is made from an Italian satin we found at a mill that's been producing bespoke fabrics for over nine generation <ul> <li>2 1/8"" at widest point.</li> <li>Italian silk satin.</li> <li>USA.</li> </ul>","J.Crew","unknown","_silk"
381,403564,69.5,"Italian silk knit tie",284,"J.Crew","http://bim.shopstyle.com/pim/ea/39/ea39a8d53752cc562eaa6b1c96be1020_best.jpg","Sometimes you want to wear a tie even when you don't have to. This one is made from Italian silk and marks the difference between just getting dressed and looking good. <ul> <li>2"" at widest point.</li> <li>Italian silk.</li> <li>Made in Italy.</li> </ul>","J.Crew","unknown","_silk"
382,214108566,65,"English silk tie in diagonal stripe",284,"J.Crew","http://bim.shopstyle.com/pim/4e/45/4e4510317a14e8acce645a3fa9011bc4_best.jpg","Sometimes you want to wear a tie even when you don't have to. This one is made from English silk and sports a classic stripe (there's a reason stripes never go out of style). Fun fact: It's hand-finished in NYC's Long Island City. <ul> <li>2 1/2"" at widest point.</li> <li>English silk.</li> <li>USA.</li> </ul>","J.Crew","_striped","_silk"
383,455787582,55,"English silk bow tie in dot",284,"J.Crew","http://bim.shopstyle.com/pim/77/9a/779a2b17580f75b6873bed899dd0beae_best.jpg","A bow tie is a classic way to set yourself apart from the crowd. Plus, it won't dangle in your soup. This one is made from English silk and sports a classic dot (aka the outlandish print for super-conservative guys). <ul> <li>2 1/8"" at widest point.</li> <li>English silk.</li> <li>USA.</li> </ul>","J.Crew","_print","_silk"
384,455784460,69.5,"English silk tweed tie in thin stripe",284,"J.Crew","http://bim.shopstyle.com/pim/dc/92/dc9290528929b0834597f5a965f7307c_best.jpg","Sometimes you want to wear a tie even when you don't have to. This one is made from an English silk that's woven with a tweed-like texture and flecks of color (it's great for the guy who wants something with more character than a solid tie but can't commit to a full-on pattern). Fun fact: It's hand-finished in NYC's Long Island City. <ul> <li>2 1/2"" at widest point.</li> <li>English silk.</li> <li>USA.</li> </ul>","J.Crew","_solid","_silk"
735,455784492,75,"Italian silk tie in mini-diamond",284,"J.Crew","http://bim.shopstyle.com/pim/5b/2b/5b2bce23eb89c5337c9a59cf22a39ff2_best.jpg","Sometimes you want to wear a tie even when you don't have to. This one is made from Italian silk and sports a classic diamond pattern (aka the outlandish print for super-conservative guys). <ul> <li>2 1/2"" at widest point.</li> <li>Italian silk.</li> <li>USA.</li> </ul>","J.Crew","_print","_silk"
736,457454049,75,"Italian silk tie in dot",284,"J.Crew","http://bim.shopstyle.com/pim/2b/4c/2b4c5a895e2814ba58471dea862e3c66_best.jpg","Sometimes you want to wear a tie even when you don't have to. This one is made from English silk and sports a classic dot print (aka the outlandish print for super-conservative guys). If it was good enough for JFK, it should be good enough for you. <ul> <li>2 1/2"" at widest point.</li> <li>Italian silk/wool.</li> <li>USA.</li> </ul>","J.Crew","_print","_wool"
747,215098919,69.5,"Italian wool tie in black",284,"J.Crew","http://bim.shopstyle.com/pim/e5/1a/e51a7d3b3baa32d873b3baf186c1746c_best.jpg","Sometimes you want to wear a tie even when you don't have to. This one is made from Italian wool (it's the same wool we use in our men's suiting collection) and instantly elevates just about anything else you're wearing. Fun fact: It's hand-finished in NYC's Long Island City. <ul> <li>2 1/2"" at widest point.</li> <li>Italian wool.</li> <li>USA.</li> </ul>","J.Crew","unknown","_wool"
749,455783701,69.5,"Cotton tie in crosshatch",284,"J.Crew","http://bim.shopstyle.com/pim/4c/a4/4ca4c9834ad9f56dc7b7563f7825c277_best.jpg","We loved this fabric so much that after using it for shirts, we borrowed it for ties (we don't recommend wearing them together). The subtle pattern makes the difference between just getting dressed and looking darn good. <ul> <li>2 1/2"" at widest point.</li> <li>Cotton.</li> <li>USA.</li> </ul>","J.Crew","unknown","unknown"
750,273219331,69.5,"Irish bird's-eye wool tie",284,"J.Crew","http://bim.shopstyle.com/pim/83/d8/83d8ef1fb98251b5655975172cdb4f73_best.jpg","Sometimes you want to wear a tie even when you don't have to. This one is made from Irish wool that's woven with a bird's-eye stitch in order to add a little texture to your look (it's fall, and a little texture just feels right). Fun fact: It's hand-finished in NYC's Long Island City. <ul> <li>2 1/2"" at widest point.</li> <li>Irish wool.</li> <li>USA.</li> </ul>","J.Crew","unknown","_wool"
751,444071676,69.5,"Tipped cotton knit tie in estate blue",284,"J.Crew","http://bim.shopstyle.com/pim/34/63/34632410480e875e43743371e9ffb5ab_best.jpg","Ties are a good thing. Italian-made knit ties in Italian cotton are a better thing. <ul> <li>2"" at widest point.</li> <li>Cotton.</li> <li>Made in Italy.</li> </ul>","J.Crew","unknown","_cotton"
752,463662532,55,"English silk bow tie in crimson stripe",284,"J.Crew","http://bim.shopstyle.com/pim/aa/de/aade545f02bf927f180e68a6baf6df10_best.jpg","A bow tie makes a statement-a great bow tie makes a great one. This bow tie, made from English silk, sports a classic stripe that goes with just about everything. <ul> <li>2 1/8"" at widest point.</li> <li>English silk.</li> <li>USA.</li> </ul>","J.Crew","_striped","_silk"
753,463663230,55,"English wool bow tie in rustic brown medallions",284,"J.Crew","http://bim.shopstyle.com/pim/7e/26/7e26877d0c3affa1bc50a43248b70ee7_best.jpg","A bow tie makes a statement-a great bow tie makes a great one. This bow tie, made from English wool-silk with a classic medallion print, will stand apart from your solids, stripes and dot <ul> <li>2 1/8"" at widest point.</li> <li>English wool/silk.</li> <li>USA.</li> </ul>","J.Crew","_striped","_wool"
754,215099904,69.5,"English linen tie in thin stripe",284,"J.Crew","http://bim.shopstyle.com/pim/0c/32/0c32ecab1ec3ae4abc20bda1647c8d40_best.jpg","Sometimes you want to wear a tie even when you don't have to. This one sports a classic stripe (there's a reason stripes never go out of style) and instantly elevates just about anything else you're wearing. Fun fact: It's hand-finished in NYC's Long Island City. <ul> <li>2 1/2"" at widest point.</li> <li>English linen/cotton.</li> <li>USA.</li> </ul>","J.Crew","_striped","_cotton"
755,215095549,69.5,"Italian wool tie in charcoal stripe",284,"J.Crew","http://bim.shopstyle.com/pim/c0/da/c0dabc6f920cc3074ea3b0054a279616_best.jpg","Sometimes you want to wear a tie even when you don't have to. This one is made from Italian wool in a classic charcoal stripe (it doesn't get more traditional than that). Fun fact: It's hand-finished in NYC's Long Island City. <ul> <li>2 1/2"" at widest point.</li> <li>Italian wool.</li> <li>USA.</li> <li>Online only.</li> </ul>","J.Crew","_striped","_wool"
756,447129485,65,"English silk tie in bold stripe",284,"J.Crew","http://bim.shopstyle.com/pim/fe/54/fe54c7a2d8d730038c64159bfe719880_best.jpg","Made from the finest English fabric, this classic tie is the kind you'll want to put on every day (even if you don't have to). <ul> <li>2 1/2"" at widest point.</li> <li>English silk.</li> <li>USA.</li> </ul>","J.Crew","unknown","_silk"
757,455783500,69.5,"Italian silk tie in triple stripe",284,"J.Crew","http://bim.shopstyle.com/pim/b1/e6/b1e6efa930e76b074d0cf45e9fef9ce0_best.jpg","Sometimes you want to wear a tie even when you don't have to. This one sports a classic stripe (there's a reason stripes never go out of style) and instantly elevates just about anything else you're wearing. Fun fact: It's hand-finished in NYC's Long Island City. <ul> <li>2 1/2"" at widest point.</li> <li>Italian silk/wool.</li> <li>USA.</li> </ul>","J.Crew","_striped","_wool"
758,455788420,69.5,"Italian wool knit tie in stripe",284,"J.Crew","http://bim.shopstyle.com/pim/dc/cc/dccc817a9b9e630cb55f85c14015ac9b_best.jpg","Sometimes you want to wear a tie even when you don't have to. This one is made in Italy from the finest Italian wool and adds a little texture to your look (it's fall, and a little texture just feels right). <ul> <li>2"" at widest point.</li> <li>Italian wool.</li> <li>Made in Italy.</li> </ul>","J.Crew","unknown","_wool"
759,461865018,45,"English cotton tie in Liberty multi violet",284,"J.Crew","http://bim.shopstyle.com/pim/2d/60/2d60fb711faebf81fdf8763015f1cbd5_best.jpg","Stand out-in a good way-with this colorful floral print from London's Liberty Art Fabrics, famous for its signature florals and paisleys since 1875 (and yes, real men do wear flowers). <ul> <li>2 1/2"" at widest point.</li> <li>English cotton.</li> <li>USA.</li> </ul>","J.Crew","_print","_cotton"
760,461864752,55,"Cotton bow tie in midnight tartan",284,"J.Crew","http://bim.shopstyle.com/pim/39/4d/394d3eb4b8470c01d9973e964256a710_best.jpg","A bow tie makes a statement- a great bow tie makes a great statement. This one has a classic tartan that adds a traditional Scottish feel to your bow tie game. <ul> <li>2 1/8"" at widest point.</li> <li>Cotton.</li> <li>USA.</li> </ul>","J.Crew","unknown","unknown"
761,463663283,75,"English silk tie with embroidered flowers",284,"J.Crew","http://bim.shopstyle.com/pim/0c/0a/0c0a2f0a352ca9ec8c6ec8bb3b844bce_best.jpg","Sometimes you want to wear a tie even when you don't have to. This one is made from English silk and is embroidered with tiny bouquets-a great option when you want to add a fresh look to your tie game. <ul> <li>2 1/2"" at widest point.</li> <li>English silk.</li> <li>USA.</li> </ul>","J.Crew","unknown","_silk"
2168,447129535,65,"English silk tie in microstripe",284,"J.Crew","http://bim.shopstyle.com/pim/ab/ae/abae554e08afce6e6ab6b2ead67f3510_best.jpg","Made from the finest English fabric, this classic tie is the kind you'll want to put on every day (even if you don't have to). <ul> <li>2 1/2"" at widest point.</li> <li>English silk.</li> <li>USA.</li> </ul>","J.Crew","unknown","_silk"
2259,430350300,69.5,"Cotton repp tie in navy stripe",284,"J.Crew","http://bim.shopstyle.com/pim/07/f6/07f6602d704b4156f64ffd20e7fa287a_best.jpg","A throwback to classic Ivy League style, this tie features a traditional stripe that works with pretty much everything. (The name is an evolution of the word ""ribbed,"" which references the closely woven fabric of the original.) <ul> <li>2 1/2"" at widest point.</li> <li>Cotton.</li> <li>USA.</li> </ul>","J.Crew","_striped","unknown"
2260,463662564,75,"English wool tie in dark brown windowpane",284,"J.Crew","http://bim.shopstyle.com/pim/f0/34/f03458ae11991734192436d3f5762ef2_best.jpg","Sometimes you want to wear a tie even when you don't have to. This one is finished with a classic windowpane pattern that adds a ""this guy knows what he's doing"" effect to your wardrobe. <ul> <li>2 1/2"" at widest point.</li> <li>English wool/silk.</li> <li>USA.</li> </ul>","J.Crew","unknown","_wool"
2261,456595876,55,"Italian wool bow tie in pinstripe",284,"J.Crew","http://bim.shopstyle.com/pim/45/aa/45aa460fe09612a4781e33b7e37486d6_best.jpg","The bow tie is a classic way to set yourself apart from the crowd. Plus, it won't dangle in your soup. This one sports a classic stripe (there's a reason stripes never go out of style) and instantly elevates just about anything else you're wearing. <ul> <li>2 1/8"" at widest point.</li> <li>Italian wool.</li> <li>USA.</li> </ul>","J.Crew","_striped","_wool"
2263,403650808,65,"Silk tie in double stripe",284,"J.Crew","http://bim.shopstyle.com/pim/89/7c/897ced811c999912298623f4a7bcb877_best.jpg","A classic tie with a modern twist, thanks to the double-stripe design. Handcrafted in NYC's Long Island City from fine silk, it pairs especially well with a stripe shirt (just make sure the tie has the bolder colors). <ul> <li>2 1/2"" at widest point.</li> <li>Silk.</li> <li>USA.</li> </ul>","J.Crew","_striped","_silk"
2264,451464824,75,"Silk tie in paisley foulard",284,"J.Crew","http://bim.shopstyle.com/pim/0a/8a/0a8a2b6a384b1691125c121557ffab33_best.jpg","Hand-finished in NYC's Long Island City, this classic tie marks the difference between getting dressed and looking good. <ul> <li>2 1/2"" at widest point.</li> <li>Silk.</li> <li>USA.</li> </ul>","J.Crew","unknown","unknown"
2265,457451559,65,"English silk tie in stripe",284,"J.Crew","http://bim.shopstyle.com/pim/a9/9a/a99a1eb07840873daf42b47892e9675a_best.jpg","Sometimes you want to wear a tie even when you don't have to. This one sports a classic stripe (there's a reason stripes never go out of style) and instantly elevates just about anything else you're wearing. <ul> <li>2 1/2"" at widest point.</li> <li>English silk.</li> <li>USA.</li> </ul>","J.Crew","_striped","_silk"
2266,449759762,69.5,"Linen tie in slate stripe",284,"J.Crew","http://bim.shopstyle.com/pim/2a/0d/2a0d7b3ffa6e8df3daf3b19b308ff26f_best.jpg","Woven in an airy blend of cotton and linen with a textured finish, this tie is perfectly suited for all sunny occasion <ul> <li>2 1/2"" at widest point.</li> <li>Linen/cotton.</li> <li>USA.</li> </ul>","J.Crew","unknown","_cotton"
2267,459410753,69.5,"English wool tie in diamond check",284,"J.Crew","http://bim.shopstyle.com/pim/fa/eb/faeb509c57a7c6ccf0292af82fc09792_best.jpg","Sometimes you want to wear a tie even when you don't have to. This one is made from a tweedy English wool with a subtle diamond pattern (the angles contrast especially well with a stripe shirt). <ul> <li>2 1/2"" at widest point.</li> <li>English wool.</li> <li>USA.</li> </ul>","J.Crew","_striped","_wool"
2269,403652760,75,"English silk tie in microdot",284,"J.Crew","http://bim.shopstyle.com/pim/8c/5b/8c5b5ba62653dec3dcaad6277596aa50_best.jpg","Hand-finished in NYC's Long Island City, this classic dotted tie marks the difference between getting dressed and looking good. <ul> <li>2 1/2"" at widest point.</li> <li>English silk.</li> <li>USA.</li> </ul>","J.Crew","unknown","_silk"
2270,455875924,75,"English silk tie in zigzag stripe",284,"J.Crew","http://bim.shopstyle.com/pim/a7/47/a747b97616e6fd7a4b4b3d91de39a1ea_best.jpg","Sometimes you want to wear a tie even when you don't have to. This one sports a zigzag pattern that's meant to represent lightning, a symbol of the god of storms that was once worn by the British armed forces as a talisman for protection while under fire. <ul> <li>2 1/2"" at widest point.</li> <li>English silk.</li> <li>USA.</li> </ul>","J.Crew","unknown","_silk"
2271,457452688,69.5,"English wool-silk tie in multistripe",284,"J.Crew","http://bim.shopstyle.com/pim/9c/47/9c47c7d7a6e98437092fc0cd8a0fbc0f_best.jpg","Sometimes you want to wear a tie even when you don't have to. This one is made from English wool-silk with a classic tricolor stripe (there's a reason stripes never go out of style). Fun fact: It's hand-finished in NYC's Long Island City. <ul> <li>2 1/2"" at widest point.</li> <li>English wool/silk.</li> <li>USA.</li> </ul>","J.Crew","_striped","_wool"
2273,455785448,55,"Cotton bow tie in houndstooth",284,"J.Crew","http://bim.shopstyle.com/pim/bf/74/bf7484d0218ea6b2a991dc5d149124c1_best.jpg","A bow tie is a classic way to set yourself apart from the crowd. Plus, it won't dangle in your soup. This one sports a classic pattern that's been a wardrobe staple for generations (it's so subtle, it's barely there-and that's the point). <ul> <li>2 1/8"" at widest point.</li> <li>Cotton.</li> <li>USA.</li> </ul>","J.Crew","unknown","unknown"
2274,455785511,65,"Italian silk tie in brown stripe",284,"J.Crew","http://bim.shopstyle.com/pim/69/60/69602763c01b3106cd1e36bc8bae1d9a_best.jpg","Sometimes you want to wear a tie even when you don't have to. This one sports a classic stripe (there's a reason stripes never go out of style) and instantly elevates just about anything else you're wearing. Fun fact: It's hand-finished in NYC's Long Island City. <ul> <li>2 1/2"" at widest point.</li> <li>Italian silk.</li> <li>USA.</li> </ul>","J.Crew","_striped","_silk"
2275,463418171,75,"English wool-silk tie in houndstooth",284,"J.Crew","http://bim.shopstyle.com/pim/de/ba/deba6d89c06e6a85d3c62f2343783a7b_best.jpg","Sometimes you want to wear a tie even when you don't have to. This one is made from English wool (with a touch of silk for texture) in a dapper houndstooth pattern that will get the nod of approval from just about every well-dressed gentleman you come acros <ul> <li>2 1/2"" at widest point.</li> <li>English wool/silk.</li> <li>USA.</li> </ul>","J.Crew","unknown","_wool"
2278,459411581,69.5,"English wool tie in flecked herringbone",284,"J.Crew","http://bim.shopstyle.com/pim/c0/61/c06137bcf9a12aa392c4a77334ff82eb_best.jpg","Sometimes you want to wear a tie even when you don't have to. This one sports a classic pattern that's been a wardrobe staple for generations, updated with flecks of color (so it's great for guys who shy away from too much color). Fun fact: It's hand-finished in NYC's Long Island City. <ul> <li>2 1/2"" at widest point.</li> <li>English wool.</li> <li>USA.</li> </ul>","J.Crew","unknown","_wool"
2279,457454098,75,"English silk tweed tie in classic stripe",284,"J.Crew","http://bim.shopstyle.com/pim/5f/bb/5fbb3799e1a2a5660e4d27457be45ae1_best.jpg","Sometimes you want to wear a tie even when you don't have to. This one is made from an English silk that's woven with a tweed-like texture and flecks of color (it's great for the guy who wants something with more character than a solid tie but can't commit to a full-on pattern). Fun fact: It's hand-finished in NYC's Long Island City. <ul> <li>2 1/2"" at widest point.</li> <li>English silk.</li> <li>USA.</li> </ul>","J.Crew","_solid","_silk"
2283,451464548,55,"Silk bow tie in microstripe",284,"J.Crew","http://bim.shopstyle.com/pim/b1/05/b1051991a87a393bbe191cb5db38d404_best.jpg","The bow tie is a classic way to set yourself apart from the crowd. <ul> <li>2 1/8"" at widest point.</li> <li>Silk.</li> <li>USA.</li> </ul>","J.Crew","unknown","unknown"
2357,207903024,69.5,"Italian wool tie in grey",284,"J.Crew","http://bim.shopstyle.com/pim/11/1c/111ccf937ebd902b89f88509002301a6_best.jpg","Sometimes you want to wear a tie even when you don't have to. This one is made from Italian wool (it's the same wool we use in our men's suiting collection) and instantly elevates just about anything else you're wearing. Fun fact: It's hand-finished in NYC's Long Island City. <ul> <li>2 1/2"" at widest point.</li> <li>Italian wool.</li> <li>USA.</li> </ul>","J.Crew","unknown","_wool"
2358,296144562,72.5,"Extra-long Italian wool tie in black",284,"J.Crew","http://bim.shopstyle.com/pim/e5/1a/e51a7d3b3baa32d873b3baf186c1746c_best.jpg","Sometimes you want to wear a tie even when you don't have to. This one is made from Italian wool (it's the same wool we use in our men's suiting collection) and instantly elevates just about anything else you're wearing. Fun fact: It's hand-finished in NYC's Long Island City. <ul> <li>2 1/2"" at widest point.</li> <li>For the taller guy, this tie is 62"" long—that's 5"" longer than our standard ties.</li> <li>Italian wool.</li> <li>USA.</li> <li>Online only.</li> </ul>","J.Crew","unknown","_wool"
2359,207903815,59.5,"Italian cotton chino tie",284,"J.Crew","http://bim.shopstyle.com/pim/49/b9/49b94846827720c18b78e02bf6888f10_best.jpg","Sometimes you want to wear a tie even when you don't have to. This one is made from Italian cotton (it's the same chino we use in our men's suiting collection) and instantly elevates just about anything else you're wearing. Fun fact: It's hand-finished in NYC's Long Island City. <ul> <li>2 1/2"" at widest point.</li> <li>Italian cotton twill.</li> <li>USA.</li> <li>Online only.</li> </ul>","J.Crew","unknown","_cotton"
2361,455785503,79.5,"Italian wool tie in medallion foulard",284,"J.Crew","http://bim.shopstyle.com/pim/f4/ef/f4efbd69d55a1cf58f9b0e507734affa_best.jpg","Sometimes you want to wear a tie even when you don't have to. This one is made from Italian wool with a classic foulard pattern that pops against a dark purple background (don't worry, it's not too purple-from afar, it almost looks navy). Fun fact: It's hand-finished in NYC's Long Island City. <ul> <li>2 1/2"" at widest point.</li> <li>Italian wool.</li> <li>USA.</li> </ul>","J.Crew","unknown","_wool"
2362,455787505,75,"Italian silk tie in paisley",284,"J.Crew","http://bim.shopstyle.com/pim/d5/e4/d5e47927de82dcf5c459fdd2e8d5fcbf_best.jpg","Sometimes you want to wear a tie even when you don't have to. This one is made from Italian silk and sports a classic paisley pattern (aka the outlandish print for super-conservative guys). <ul> <li>2 1/2"" at widest point.</li> <li>Italian silk.</li> <li>USA.</li> </ul>","J.Crew","_print","_silk"
